"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2021-07-01","11:09","인천","부평구","길주로","인천광역시 부평구 삼산동 466","인천광역시 부평구 산곡동 97-1","30","77","25","매우좋음"
"2021-07-01","11:20","인천","부평구","원적로","인천광역시 부평구 산곡동 산 98-26","인천광역시 부평구 부평동 38-130","30","78","26","매우좋음"
"2021-07-01","11:33","인천","부평구","주부토로","인천광역시 부평구 부평동 431-40","인천광역시 부평구 갈산동 120-7","30","71","42","매우좋음"
"2021-07-01","11:51","인천","부평구","굴포로","인천광역시 부평구 갈산동 192-1","인천광역시 부평구 삼산동 452","31","66","22","매우좋음"
"2021-07-01","12:03","인천","부평구","부평북로","인천광역시 부평구 삼산동 395-3","인천광역시 부평구 청천동 388","30","70","20","매우좋음"
"2021-07-01","10:01","서울","금천구","문성로","서울특별시 금천구 독산동 906-42","서울특별시 금천구 독산동 995-5","29","78","2","매우좋음"
"2021-07-01","10:08","서울","금천구","독산로","서울특별시 금천구 독산동 996","서울특별시 금천구 시흥동 1000-133","29","78","7","매우좋음"
"2021-07-01","10:20","서울","금천구","은행나무로","서울특별시 금천구 시흥동 1000-92","서울특별시 금천구 시흥동 910-23","29","80","29","매우좋음"
"2021-07-01","10:28","서울","금천구","금하로","서울특별시 금천구 시흥동 1010-16","서울특별시 금천구 독산동 733-36","28","83","6","매우좋음"
"2021-07-01","10:38","서울","금천구","안양천로","경기도 광명시 소하동 30-3","경기도 광명시 하안동 716","29","79","5","매우좋음"
"2021-07-01","10:48","서울","금천구","가산디지털2로","서울특별시 금천구 가산동 338-1","서울특별시 금천구 가산동 481-12","29","76","14","매우좋음"
"2021-07-01","10:56","서울","금천구","가산디지털1로","서울특별시 금천구 가산동 515-13","서울특별시 금천구 가산동 677","30","74","6","매우좋음"
"2021-07-01","11:41","서울","금천구","범안로","서울특별시 금천구 독산동 1084-1","서울특별시 금천구 독산동 1081-16","31","64","3","매우좋음"
"2021-07-01","12:50","인천","동구","중봉대로","인천광역시 동구 송현동 150","인천광역시 동구 송현동 1-843","30","72","46","매우좋음"
"2021-07-01","12:59","인천","동구","화도진로","인천광역시 동구 만석동 18-1","인천광역시 동구 송림동 234-8","30","69","40","매우좋음"
"2021-07-01","13:08","인천","동구","송림로","인천광역시 동구 송림동 234-8","인천광역시 동구 송림동 39","31","66","18","매우좋음"
"2021-07-01","13:11","인천","동구","샛골로","인천광역시 동구 송림동 39","인천광역시 동구 송현동 1-867","30","69","18","매우좋음"
"2021-07-01","13:16","인천","동구","방축로","인천광역시 동구 송현동 142-7","인천광역시 미추홀구 도화동 744-2","31","68","39","매우좋음"
"2021-07-01","13:32","인천","동구","새천년로","인천광역시 미추홀구 숭의동 105-18","인천광역시 동구 송림동 43-1","30","69","25","매우좋음"
"2021-07-01","13:37","인천","동구","인중로","인천광역시 동구 송림동 4-1","인천광역시 동구 만석동 43-187","31","68","58","좋음"
"2021-07-01","10:29","경기","용인시 수지구","수지로","경기도 용인시 수지구 상현동 790-18","경기도 용인시 수지구 동천동 904","28","86","9","매우좋음"
"2021-07-01","10:46","경기","용인시 수지구","신수로","경기도 용인시 수지구 동천동 325-441","경기도 용인시 수지구 풍덕천동 962","29","81","9","매우좋음"
"2021-07-01","10:50","경기","용인시 기흥구","신수로","경기도 용인시 기흥구 보정동 323-6","경기도 용인시 기흥구 보정동 1019-857","30","79","7","매우좋음"
"2021-07-01","10:58","경기","용인시 기흥구","용구대로","경기도 용인시 기흥구 신갈동 123-2","경기도 용인시 기흥구 보정동 213-13","29","79","9","매우좋음"
"2021-07-01","11:10","경기","용인시 수지구","용구대로","경기도 용인시 기흥구 보정동 195-28","경기도 용인시 수지구 죽전동 930","29","79","10","매우좋음"
"2021-07-01","11:21","경기","용인시 수지구","현암로","경기도 용인시 수지구 죽전동 885-1","경기도 용인시 수지구 죽전동 1398","30","75","29","매우좋음"
"2021-07-01","11:31","경기","용인시 수지구","죽전로","경기도 용인시 수지구 죽전동 1397","경기도 용인시 기흥구 보정동 1353","29","81","9","매우좋음"
"2021-07-01","11:45","경기","용인시 기흥구","보정로","경기도 용인시 기흥구 보정동 1361","경기도 용인시 기흥구 보정동 1361","29","80","7","매우좋음"
"2021-07-01","11:54","경기","용인시 수지구","포은대로","경기도 용인시 수지구 죽전동 1003-344","경기도 용인시 수지구 상현동 352-1","31","71","11","매우좋음"
"2021-07-01","12:04","경기","용인시 수지구","상현로","경기도 용인시 수지구 상현동 790-18","경기도 용인시 수지구 상현동 79-6","30","75","4","매우좋음"
"2021-07-01","12:17","경기","용인시 수지구","만현로","경기도 용인시 수지구 상현동 250-1","경기도 용인시 수지구 풍덕천동 1125-1","30","71","11","매우좋음"
"2021-07-01","12:21","경기","용인시 수지구","정평로","경기도 용인시 수지구 풍덕천동 1114","경기도 용인시 수지구 풍덕천동 781","30","71","6","매우좋음"
"2021-07-01","12:44","경기","용인시 수지구","수풍로","경기도 용인시 수지구 풍덕천동 772","경기도 용인시 수지구 동천동 890","31","68","6","매우좋음"
"2021-07-01","13:01","경기","용인시 수지구","동천로","경기도 용인시 수지구 동천동 767","경기도 용인시 수지구 동천동 957","30","69","25","매우좋음"
"2021-07-01","13:10","경기","용인시 수지구","손곡로","경기도 용인시 수지구 동천동 958","경기도 용인시 수지구 동천동 857-6","30","70","46","매우좋음"
"2021-07-01","13:20","경기","용인시 수지구","풍덕천로","경기도 용인시 수지구 풍덕천동 789","경기도 용인시 수지구 풍덕천동 1045","31","66","11","매우좋음"
"2021-07-01","13:30","경기","용인시 수지구","신봉1로","경기도 용인시 수지구 풍덕천동 1011","경기도 용인시 수지구 신봉동 1004","30","75","11","매우좋음"
"2021-07-01","13:38","경기","용인시 수지구","도마치로","경기도 용인시 수지구 신봉동 1004","경기도 용인시 수지구 성복동 520","30","71","23","매우좋음"
"2021-07-01","13:43","경기","용인시 수지구","성복2로","경기도 용인시 수지구 성복동 410-2","경기도 용인시 수지구 성복동 74-9","30","72","16","매우좋음"
"2021-07-01","13:49","경기","용인시 수지구","성복1로","경기도 용인시 수지구 상현동 102-12","경기도 용인시 수지구 성복동 564","31","68","15","매우좋음"
"2021-07-02","09:34","경기","파주시","숲속노을로","경기도 파주시 동패동 606-4","경기도 파주시 문발동 621","26","70","120","보통"
"2021-07-02","09:49","경기","파주시","청석로","경기도 파주시 다율동 1003","경기도 파주시 동패동 1344-1","26","72","29","매우좋음"
"2021-07-02","10:11","경기","파주시","파주로","경기도 파주시 문발동 394-1","경기도 파주시 당하동 106-2","27","65","56","좋음"
"2021-07-02","10:25","경기","파주시","경의로","경기도 파주시 당하동 310-3","경기도 파주시 야당동 산 170-3","28","61","24","매우좋음"
"2021-07-02","10:48","경기","파주시","미래로","경기도 파주시 야당동 1037","경기도 파주시 와동동 1305","28","59","36","매우좋음"
"2021-07-02","10:58","경기","파주시","가람로","경기도 파주시 와동동 1305","경기도 파주시 와동동 1524","28","59","71","좋음"
"2021-07-02","11:03","경기","파주시","가람로116번길","경기도 파주시 와동동 1487","경기도 파주시 와동동 1486","28","58","43","매우좋음"
"2021-07-02","11:06","경기","파주시","책향기로","경기도 파주시 와동동 1486","경기도 파주시 동패동 1745-9","28","57","52","좋음"
"2021-07-02","11:36","경기","파주시","심학산로","","경기도 파주시 와동동 1403","29","55","17","매우좋음"
"2021-07-02","11:48","경기","파주시","와석순환로","경기도 파주시 와동동 1329","경기도 파주시 야당동 1020","29","53","20","매우좋음"
"2021-07-02","12:59","경기","파주시","금릉역로","경기도 파주시 상지석동 1089-4","경기도 파주시 금촌동 492-3","31","49","33","매우좋음"
"2021-07-02","13:08","경기","파주시","중앙로","경기도 파주시 금촌동 369-25","경기도 파주시 조리읍 등원리 500-2","31","49","8","매우좋음"
"2021-07-02","13:31","경기","파주시","학령로","경기도 파주시 아동동 49-1","경기도 파주시 금릉동 181-4","31","49","5","매우좋음"
"2021-07-02","13:35","경기","파주시","가나무로","경기도 파주시 금릉동 216-3","경기도 파주시 금촌동 978-12","31","49","8","매우좋음"
"2021-07-02","13:43","경기","파주시","쇠재로","경기도 파주시 금촌동 978-35","경기도 파주시 금촌동 978-26","31","49","12","매우좋음"
"2021-07-02","13:50","경기","파주시","시청로","경기도 파주시 금촌동 962-22","경기도 파주시 야동동 92-5","32","48","14","매우좋음"
"2021-07-02","14:14","경기","파주시","새꽃로","경기도 파주시 금촌동 978-36","경기도 파주시 월롱면 영태리 505-24","32","48","13","매우좋음"
"2021-07-02","10:11","경기","하남시","미사대로","경기도 하남시 배알미동 46-1","경기도 하남시 망월동 326-51","26","91","20","매우좋음"
"2021-07-02","10:39","경기","하남시","미사강변한강로","경기도 하남시 선동 458","경기도 하남시 망월동 939","26","86","47","매우좋음"
"2021-07-02","10:46","경기","하남시","아리수로","경기도 하남시 망월동 943-1","경기도 하남시 망월동 1039","27","83","30","매우좋음"
"2021-07-02","10:55","경기","하남시","미사강변동로","경기도 하남시 망월동 944","경기도 하남시 풍산동 575","27","85","28","매우좋음"
"2021-07-02","11:03","경기","하남시","덕풍로","경기도 하남시 덕풍동 830","경기도 하남시 덕풍동 756","27","83","17","매우좋음"
"2021-07-02","11:10","경기","하남시","덕풍북로","경기도 하남시 덕풍동 804","경기도 하남시 풍산동 산 24-3","27","85","48","매우좋음"
"2021-07-02","11:23","경기","하남시","신평로","경기도 하남시 신장동 423-3","경기도 하남시 신장동 278-13","27","82","118","보통"
"2021-07-02","11:29","경기","하남시","조정대로","경기도 하남시 덕풍동 2-29","경기도 하남시 풍산동 495","28","82","64","좋음"
"2021-07-02","11:36","경기","하남시","하남대로","경기도 하남시 풍산동 495","경기도 하남시 천현동 471-3","28","78","56","좋음"
"2021-07-02","11:48","경기","하남시","창우로","경기도 하남시 천현동 473-6","경기도 하남시 창우동 534","29","76","43","매우좋음"
"2021-07-02","11:53","경기","하남시","대청로","경기도 하남시 창우동 532","경기도 하남시 신장동 537","29","74","55","좋음"
"2021-07-02","12:05","경기","하남시","천현로","경기도 하남시 창우동 534","경기도 하남시 신장동 558-2","30","69","68","좋음"
"2021-07-02","12:15","경기","하남시","덕산로","경기도 하남시 천현동 293-13","경기도 하남시 덕풍동 산 64-4","30","70","41","매우좋음"
"2021-07-02","12:25","경기","하남시","대성로","경기도 하남시 신장동 434-10","경기도 하남시 교산동 223-4","30","70","83","좋음"
"2021-07-02","13:54","경기","하남시","서하남로","경기도 하남시 춘궁동 556-4","경기도 하남시 감북동 377-3","32","56","120","보통"
"2021-07-02","10:40","경기","안성시","남파로","경기도 안성시 봉산동 57-2","경기도 안성시 신건지동 150","26","87","27","매우좋음"
"2021-07-02","10:53","경기","안성시","공단로","경기도 안성시 신건지동 72","경기도 안성시 신모산동 38","27","84","16","매우좋음"
"2021-07-02","11:12","경기","안성시","중앙로","경기도 안성시 대덕면 건지리 511-1","경기도 안성시 봉산동 92","27","83","18","매우좋음"
"2021-07-02","11:27","경기","안성시","안성맞춤대로","경기도 안성시 계동 3-3","경기도 안성시 미양면 계륵리 275","27","80","11","매우좋음"
"2021-07-02","11:35","경기","안성시","제2공단1길","경기도 안성시 미양면 계륵리 275","경기도 안성시 미양면 구수리 311","27","80","6","매우좋음"
"2021-07-02","11:42","경기","안성시","서운로","경기도 안성시 계동 170-3","경기도 안성시 서운면 신능리 228","27","83","26","매우좋음"
"2021-07-02","11:47","경기","안성시","제4산단로","경기도 안성시 서운면 양촌리 477","경기도 안성시 미양면 양변리 산 9-58","26","86","18","매우좋음"
"2021-07-02","12:08","경기","안성시","공도로","경기도 안성시 공도읍 만정리 676-2","경기도 안성시 공도읍 용두리 275-134","29","74","8","매우좋음"
"2021-07-02","12:14","경기","안성시","서동대로","경기도 안성시 공도읍 용두리 275-199","경기도 안성시 공도읍 만정리 279-29","28","75","7","매우좋음"
"2021-07-02","13:05","경기","안성시","청원로","경기도 안성시 원곡면 외가천리 255-4","경기도 안성시 원곡면 내가천리 산 55-1","30","62","11","매우좋음"
"2021-07-02","10:38","경기","용인시 수지구","법조로","경기도 용인시 수지구 상현동 1178","경기도 용인시 수지구 상현동 790-11","26","94","42","매우좋음"
"2021-07-02","10:56","경기","용인시 수지구","신봉2로","경기도 용인시 수지구 신봉동 1000","경기도 용인시 수지구 신봉동 31-9","26","91","7","매우좋음"
"2021-07-02","11:11","경기","용인시 수지구","진산로","경기도 용인시 수지구 풍덕천동 1173","경기도 용인시 기흥구 보정동 209-6","27","89","4","매우좋음"
"2021-07-02","11:18","경기","용인시 기흥구","용구대로2469번길","경기도 용인시 기흥구 보정동 265-1","경기도 용인시 기흥구 보정동 산 62","27","86","11","매우좋음"
"2021-07-02","11:23","경기","용인시 기흥구","구교동로","경기도 용인시 기흥구 보정동 687-2","경기도 용인시 기흥구 마북동 176-15","27","86","6","매우좋음"
"2021-07-02","11:34","경기","용인시 기흥구","구성로","경기도 용인시 기흥구 언남동 514","경기도 용인시 기흥구 마북동 466-1","27","81","24","매우좋음"
"2021-07-02","11:49","경기","용인시 기흥구","기흥로116번길","경기도 용인시 기흥구 언남동 499-1","경기도 용인시 기흥구 신갈동 701","27","81","7","매우좋음"
"2021-07-02","11:52","경기","용인시 기흥구","구갈로","경기도 용인시 기흥구 구갈동 290","경기도 용인시 기흥구 구갈동 425-4","27","80","12","매우좋음"
"2021-07-02","12:02","경기","용인시 기흥구","기흥로","경기도 용인시 기흥구 구갈동 370-25","경기도 용인시 기흥구 신갈동 167","29","77","18","매우좋음"
"2021-07-02","12:09","경기","용인시 기흥구","관곡로","경기도 용인시 기흥구 신갈동 167-7","경기도 용인시 기흥구 구갈동 280","29","75","4","매우좋음"
"2021-07-02","12:18","경기","용인시 기흥구","신갈로","경기도 용인시 기흥구 신갈동 72","경기도 용인시 기흥구 상갈동 126","29","71","42","매우좋음"
"2021-07-02","12:22","경기","용인시 기흥구","금화로","경기도 용인시 기흥구 상갈동 492","경기도 용인시 기흥구 상갈동 492","29","70","5","매우좋음"
"2021-07-02","13:23","경기","용인시 기흥구","덕영대로","경기도 용인시 기흥구 하갈동 489-5","경기도 용인시 기흥구 영덕동 46-13","31","63","18","매우좋음"
"2021-07-02","13:38","경기","용인시 기흥구","흥덕중앙로","경기도 용인시 기흥구 영덕동 1184","경기도 수원시 영통구 하동 1025","32","61","6","매우좋음"
"2021-07-02","13:49","경기","용인시 기흥구","흥덕2로","경기도 용인시 기흥구 영덕동 1136","경기도 용인시 기흥구 영덕동 1152","31","62","11","매우좋음"
"2021-07-02","13:52","경기","용인시 기흥구","흥덕1로","경기도 용인시 기흥구 영덕동 1144","경기도 용인시 기흥구 영덕동 1300","31","60","34","매우좋음"
"2021-07-02","13:56","경기","용인시 기흥구","중부대로","경기도 수원시 영통구 원천동 426","경기도 용인시 기흥구 상하동 산 65","32","58","25","매우좋음"
"2021-07-02","14:38","경기","용인시 기흥구","한보라1로","경기도 용인시 기흥구 보라동 636-1","경기도 용인시 기흥구 공세동 688","32","58","13","매우좋음"
"2021-07-02","14:51","경기","용인시 기흥구","탑실로","경기도 용인시 기흥구 공세동 717","경기도 용인시 기흥구 공세동 717","31","61","14","매우좋음"
"2021-07-05","09:46","경기","파주시","충현로","경기도 파주시 파주읍 봉서리 368-8","경기도 파주시 문산읍 선유리 1381","23","93","64","좋음"
"2021-07-05","09:50","경기","파주시","돈유3로","경기도 파주시 문산읍 선유리 1381","경기도 파주시 문산읍 선유리 1385","23","92","44","매우좋음"
"2021-07-05","09:52","경기","파주시","돈유2로","경기도 파주시 문산읍 선유리 1385","경기도 파주시 문산읍 선유리 1382","23","92","57","좋음"
"2021-07-05","09:57","경기","파주시","돈유로","경기도 파주시 문산읍 선유리 1384","경기도 파주시 파주읍 향양리 709-2","23","93","47","매우좋음"
"2021-07-05","10:04","경기","파주시","우계로","경기도 파주시 파주읍 향양리 634-4","경기도 파주시 문산읍 선유리 966-28","23","93","76","좋음"
"2021-07-05","10:17","경기","파주시","당동2로","경기도 파주시 문산읍 당동리 933","경기도 파주시 문산읍 당동리 500-9","23","81","68","좋음"
"2021-07-05","10:32","경기","파주시","서영로","경기도 파주시 문산읍 내포리 산 19-3","경기도 파주시 월롱면 덕은리 772-13","23","79","33","매우좋음"
"2021-07-05","10:38","경기","파주시","엘씨디로","경기도 파주시 월롱면 덕은리 772-41","경기도 파주시 월롱면 덕은리 산 47-5","24","79","12","매우좋음"
"2021-07-05","10:47","경기","파주시","엘지로","경기도 파주시 월롱면 덕은리 33","경기도 파주시 탄현면 금승리 542-1","24","75","56","좋음"
"2021-07-05","11:39","경기","파주시","헤이리로","경기도 파주시 탄현면 금산리 35-18","경기도 파주시 탄현면 성동리 639","24","72","65","좋음"
"2021-07-05","11:46","경기","파주시","필승로","경기도 파주시 탄현면 성동리 639","경기도 파주시 탄현면 법흥리 1782","24","73","89","좋음"
"2021-07-05","12:14","경기","파주시","약산로","경기도 파주시 탄현면 법흥리 1603","경기도 파주시 탄현면 법흥리 1623","25","65","130","보통"
"2021-07-05","12:17","경기","파주시","법흥로","경기도 파주시 탄현면 법흥리 1603","경기도 파주시 탄현면 법흥리 1650","25","65","31","매우좋음"
"2021-07-05","12:23","경기","파주시","성동로","경기도 파주시 탄현면 법흥리 1782","경기도 파주시 탄현면 성동리 692-12","25","64","48","매우좋음"
"2021-07-05","12:28","경기","파주시","얼음실로","경기도 파주시 탄현면 법흥리 1643","경기도 파주시 탄현면 법흥리 1667","24","67","35","매우좋음"
"2021-07-05","13:04","경기","파주시","평화로","경기도 파주시 탄현면 성동리 639","경기도 파주시 금촌동 962-22","26","62","79","좋음"
"2021-07-05","10:12","서울","종로구","청계천로","서울특별시 중구 태평로1가 1","서울특별시 중구 황학동 758","24","94","58","좋음"
"2021-07-05","10:40","서울","종로구","지봉로","서울특별시 종로구 창신동 436-86","서울특별시 종로구 숭인동 5-20","25","91","19","매우좋음"
"2021-07-05","10:51","서울","종로구","종로","서울특별시 종로구 숭인동 1311","서울특별시 종로구 종로1가 1-3","26","88","5","매우좋음"
"2021-07-05","11:08","서울","종로구","새문안로","서울특별시 종로구 세종로 1-68","서울특별시 종로구 평동 211","25","90","4","매우좋음"
"2021-07-05","11:11","서울","종로구","통일로","서울특별시 종로구 평동 215","서울특별시 종로구 무악동 7-48","25","89","2","매우좋음"
"2021-07-05","11:28","서울","종로구","사직로","서울특별시 종로구 교북동 1-60","서울특별시 종로구 중학동 110-3","26","86","12","매우좋음"
"2021-07-05","11:33","서울","종로구","율곡로","서울특별시 종로구 중학동 1-1","서울특별시 종로구 종로6가 73-4","28","82","37","매우좋음"
"2021-07-05","11:48","서울","종로구","대학로","서울특별시 종로구 종로5가 82-1","서울특별시 종로구 혜화동 90-14","27","82","11","매우좋음"
"2021-07-05","11:55","서울","종로구","창경궁로","서울특별시 종로구 혜화동 120","서울특별시 종로구 원남동 152-2","26","83","12","매우좋음"
"2021-07-05","12:03","서울","종로구","삼일대로","서울특별시 종로구 종로2가 27","서울특별시 종로구 경운동 95-1","27","82","10","매우좋음"
"2021-07-05","12:13","서울","종로구","창의문로","서울특별시 종로구 궁정동 1-2","서울특별시 종로구 부암동 254-4","26","86","8","매우좋음"
"2021-07-05","12:24","서울","종로구","효자로","서울특별시 종로구 궁정동 13-23","서울특별시 종로구 세종로 2-4","26","85","33","매우좋음"
"2021-07-05","12:28","서울","종로구","자하문로","서울특별시 종로구 적선동 106","서울특별시 종로구 부암동 145-2","27","84","10","매우좋음"
"2021-07-05","13:32","서울","종로구","평창문화로","서울특별시 종로구 평창동 2-15","서울특별시 종로구 신영동 29-8","27","81","11","매우좋음"
"2021-07-05","13:37","서울","종로구","진흥로","서울특별시 종로구 신영동 20-1","서울특별시 종로구 구기동 120-1","27","81","12","매우좋음"
"2021-07-05","09:46","경기","시흥시","계수로","경기도 시흥시 과림동 80-17","경기도 시흥시 대야동 691","24","93","196","나쁨"
"2021-07-05","09:56","경기","시흥시","대은로","경기도 시흥시 대야동 642-261","경기도 시흥시 대야동 629","24","92","48","매우좋음"
"2021-07-05","10:03","경기","시흥시","은행로","경기도 시흥시 은행동 산 42-3","경기도 시흥시 은행동 596","24","92","29","매우좋음"
"2021-07-05","10:11","경기","시흥시","복지로","경기도 시흥시 신천동 809-2","경기도 시흥시 대야동 420-30","24","88","17","매우좋음"
"2021-07-05","10:21","경기","시흥시","수인로","경기도 시흥시 신천동 429-1","경기도 시흥시 조남동 598-4","25","87","58","좋음"
"2021-07-05","11:40","경기","시흥시","동서로","경기도 시흥시 목감동 34-2","경기도 시흥시 월곶동 520-217","26","81","10","매우좋음"
"2021-07-05","12:08","경기","시흥시","월곶중앙로14번길","경기도 시흥시 월곶동 1026","경기도 시흥시 월곶동 1023","27","79","125","보통"
"2021-07-05","12:12","경기","시흥시","월곶중앙로","경기도 시흥시 월곶동 1030","경기도 시흥시 월곶동 1026","26","82","196","나쁨"
"2021-07-05","12:31","경기","시흥시","황고개로","경기도 시흥시 장곡동 486-10","경기도 시흥시 거모동 1259-1","27","83","20","매우좋음"
"2021-07-05","12:46","경기","시흥시","군자로","경기도 시흥시 거모동 1604-1","경기도 시흥시 거모동 136-2","27","81","27","매우좋음"
"2021-07-05","13:03","경기","시흥시","인선길","경기도 시흥시 장곡동 262-4","경기도 시흥시 장곡동 498-3","27","80","34","매우좋음"
"2021-07-05","13:11","경기","시흥시","시청로","경기도 시흥시 장현동 563-291","경기도 시흥시 장현동 508-17","27","78","21","매우좋음"
"2021-07-05","13:15","경기","시흥시","시흥대로","경기도 시흥시 장현동 563-190","경기도 시흥시 군자동 산 44-9","27","79","6","매우좋음"
"2021-07-05","13:35","경기","시흥시","능곡로","경기도 시흥시 능곡동 803","경기도 시흥시 능곡동 752","27","80","18","매우좋음"
"2021-07-05","13:41","경기","시흥시","승지로","경기도 시흥시 능곡동 784","경기도 시흥시 능곡동 546","27","81","19","매우좋음"
"2021-07-05","13:53","경기","시흥시","연성로","경기도 시흥시 광석동 54-10","경기도 시흥시 하중동 724-9","27","82","10","매우좋음"
"2021-07-05","13:59","경기","시흥시","관곡지로","경기도 시흥시 하중동 371-10","경기도 시흥시 하상동 392","27","84","29","매우좋음"
"2021-07-05","14:07","경기","시흥시","하중로","경기도 시흥시 하중동 630-18","경기도 시흥시 하중동 842","27","83","34","매우좋음"
"2021-07-05","10:35","경기","용인시 처인구","에버랜드로","경기도 용인시 처인구 포곡읍 전대리 546-93","경기도 용인시 처인구 포곡읍 전대리 102-3","26","87","21","매우좋음"
"2021-07-05","10:39","경기","용인시 처인구","포곡로","경기도 용인시 처인구 포곡읍 삼계리 587-6","경기도 용인시 처인구 포곡읍 둔전리 406-102","25","94","53","좋음"
"2021-07-05","10:47","경기","용인시 처인구","백옥대로","경기도 용인시 처인구 유방동 231-2","경기도 용인시 처인구 남동 400-11","25","90","10","매우좋음"
"2021-07-05","11:08","경기","용인시 처인구","금령로","경기도 용인시 처인구 마평동 759","경기도 용인시 처인구 김량장동 380","25","89","27","매우좋음"
"2021-07-05","11:23","경기","용인시 처인구","용인대학로","경기도 용인시 처인구 역북동 산 105-1","경기도 용인시 처인구 역북동 708-12","25","95","10","매우좋음"
"2021-07-05","11:28","경기","용인시 처인구","금학로","경기도 용인시 처인구 삼가동 559","경기도 용인시 처인구 마평동 685-7","25","92","46","매우좋음"
"2021-07-05","11:46","경기","용인시 처인구","중부대로","경기도 용인시 처인구 마평동 266-30","경기도 용인시 기흥구 상하동 산 46-107","26","91","52","좋음"
"2021-07-05","12:06","경기","용인시 처인구","동백죽전대로","경기도 용인시 처인구 삼가동 138-7","경기도 용인시 처인구 삼가동 산 23-20","26","91","24","매우좋음"
"2021-07-05","12:08","경기","용인시 기흥구","동백죽전대로","경기도 용인시 기흥구 동백동 668","경기도 용인시 기흥구 중동 797-3","26","92","8","매우좋음"
"2021-07-05","12:20","경기","용인시 기흥구","동백8로","경기도 용인시 기흥구 동백동 669","경기도 용인시 기흥구 동백동 671","26","90","1","매우좋음"
